project,bug,file_name
JacksonCore,25,JacksonCore_25_0.diff
JacksonDatabind,1,JacksonDatabind_1_0.diff
JacksonDatabind,16,JacksonDatabind_16_0.diff
JacksonDatabind,27,JacksonDatabind_27_0.diff
JacksonDatabind,34,JacksonDatabind_34_0.diff
JacksonDatabind,37,JacksonDatabind_37_0.diff
JacksonDatabind,42,JacksonDatabind_42_0.diff
JacksonDatabind,47,JacksonDatabind_47_0.diff
JacksonDatabind,57,JacksonDatabind_57_0.diff
JacksonDatabind,62,JacksonDatabind_62_0.diff
JacksonDatabind,76,JacksonDatabind_76_0.diff
JacksonDatabind,83,JacksonDatabind_83_0.diff
JacksonDatabind,88,JacksonDatabind_88_0.diff
JacksonDatabind,96,JacksonDatabind_96_0.diff
JacksonDatabind,97,JacksonDatabind_97_0.diff
JacksonDatabind,99,JacksonDatabind_99_0.diff
JacksonDatabind,102,JacksonDatabind_102_0.diff
Jsoup,6,Jsoup_6_0.diff
Jsoup,10,Jsoup_10_0.diff
Jsoup,15,Jsoup_15_0.diff
Jsoup,19,Jsoup_19_0.diff
Jsoup,20,Jsoup_20_0.diff
Jsoup,24,Jsoup_24_0.diff
Jsoup,25,Jsoup_25_0.diff
Jsoup,26,Jsoup_26_0.diff
Jsoup,39,Jsoup_39_0.diff
Jsoup,42,Jsoup_42_0.diff
Jsoup,43,Jsoup_43_0.diff
Jsoup,46,Jsoup_46_0.diff
Jsoup,47,Jsoup_47_0.diff
Jsoup,48,Jsoup_48_0.diff
Jsoup,54,Jsoup_54_0.diff
Jsoup,55,Jsoup_55_0.diff
Jsoup,57,Jsoup_57_0.diff
Jsoup,59,Jsoup_59_0.diff
Jsoup,61,Jsoup_61_0.diff
Jsoup,62,Jsoup_62_0.diff
Jsoup,68,Jsoup_68_0.diff
Jsoup,72,Jsoup_72_0.diff
Jsoup,77,Jsoup_77_0.diff
Jsoup,80,Jsoup_80_0.diff
Jsoup,82,Jsoup_82_0.diff
Jsoup,85,Jsoup_85_0.diff
Jsoup,88,Jsoup_88_0.diff
Jsoup,89,Jsoup_89_0.diff
Jsoup,90,Jsoup_90_0.diff
Jsoup,93,Jsoup_93_0.diff
Lang,5,Lang_5_0.diff
Lang,9,Lang_9_0.diff
Lang,14,Lang_14_0.diff
Lang,16,Lang_16_0.diff
Lang,21,Lang_21_0.diff
Lang,22,Lang_22_0.diff
Lang,24,Lang_24_0.diff
Lang,26,Lang_26_0.diff
Lang,33,Lang_33_0.diff
Lang,37,Lang_37_0.diff
Lang,39,Lang_39_0.diff
Lang,40,Lang_40_0.diff
Lang,43,Lang_43_0.diff
Lang,44,Lang_44_0.diff
Lang,45,Lang_45_0.diff
Lang,51,Lang_51_0.diff
Lang,52,Lang_52_0.diff
Lang,54,Lang_54_0.diff
Lang,55,Lang_55_0.diff
Lang,57,Lang_57_0.diff
Lang,58,Lang_58_0.diff
Lang,59,Lang_59_0.diff
Lang,61,Lang_61_0.diff
Math,3,Math_3_0.diff
Math,5,Math_5_0.diff
Math,11,Math_11_0.diff
Math,26,Math_26_0.diff
Math,33,Math_33_0.diff
Math,34,Math_34_0.diff
Math,41,Math_41_0.diff
Math,48,Math_48_0.diff
Math,53,Math_53_0.diff
Math,56,Math_56_0.diff
Math,57,Math_57_0.diff
Math,59,Math_59_0.diff
Math,69,Math_69_0.diff
Math,70,Math_70_0.diff
Math,72,Math_72_0.diff
Math,79,Math_79_0.diff
Math,82,Math_82_0.diff
Math,89,Math_89_0.diff
Math,91,Math_91_0.diff
Math,94,Math_94_0.diff
Math,95,Math_95_0.diff
Math,96,Math_96_0.diff
Math,105,Math_105_0.diff
Math,106,Math_106_0.diff
Mockito,12,Mockito_12_0.diff
Mockito,13,Mockito_13_0.diff
Mockito,22,Mockito_22_0.diff
Mockito,24,Mockito_24_0.diff
Mockito,26,Mockito_26_0.diff
Mockito,29,Mockito_29_0.diff
Mockito,34,Mockito_34_0.diff
Mockito,38,Mockito_38_0.diff
Time,15,Time_15_0.diff
Time,20,Time_20_0.diff
Time,23,Time_23_0.diff
Time,24,Time_24_0.diff
Time,27,Time_27_0.diff
