project,bug,file_name
Compress,31,Compress_31_0.diff
Compress,32,Compress_32_3.diff
Compress,41,Compress_41_0.diff
Compress,44,Compress_44_0.diff
Compress,45,Compress_45_2.diff
Compress,46,Compress_46_3.diff
Csv,1,Csv_1_0.diff
Csv,2,Csv_2_0.diff
Csv,4,Csv_4_1.diff
Csv,5,Csv_5_6.diff
Csv,6,Csv_6_0.diff
Csv,9,Csv_9_0.diff
Csv,10,Csv_10_0.diff
Csv,11,Csv_11_0.diff
Gson,5,Gson_5_7.diff
Gson,8,Gson_8_5.diff
Gson,11,Gson_11_3.diff
Gson,12,Gson_12_1.diff
Gson,13,Gson_13_0.diff
Gson,15,Gson_15_0.diff
Gson,16,Gson_16_0.diff
JacksonCore,3,JacksonCore_3_0.diff
JacksonCore,5,JacksonCore_5_0.diff
JacksonCore,7,JacksonCore_7_0.diff
JacksonCore,8,JacksonCore_8_0.diff
JacksonCore,13,JacksonCore_13_0.diff
JacksonCore,20,JacksonCore_20_0.diff
JacksonCore,23,JacksonCore_23_0.diff
JacksonCore,25,JacksonCore_25_0.diff
JacksonDatabind,1,JacksonDatabind_1_0.diff
JacksonDatabind,3,JacksonDatabind_3_0.diff
JacksonDatabind,4,JacksonDatabind_4_0.diff
JacksonDatabind,5,JacksonDatabind_5_0.diff
JacksonDatabind,12,JacksonDatabind_12_0.diff
JacksonDatabind,16,JacksonDatabind_16_0.diff
JacksonDatabind,17,JacksonDatabind_17_0.diff
JacksonDatabind,19,JacksonDatabind_19_1.diff
JacksonDatabind,27,JacksonDatabind_27_0.diff
JacksonDatabind,34,JacksonDatabind_34_0.diff
JacksonDatabind,34,JacksonDatabind_34_0.diff
JacksonDatabind,42,JacksonDatabind_42_0.diff
JacksonDatabind,46,JacksonDatabind_46_0.diff
JacksonDatabind,47,JacksonDatabind_47_0.diff
JacksonDatabind,49,JacksonDatabind_49_0.diff
JacksonDatabind,54,JacksonDatabind_54_6.diff
JacksonDatabind,67,JacksonDatabind_67_0.diff
JacksonDatabind,70,JacksonDatabind_70_1.diff
JacksonDatabind,72,JacksonDatabind_72_0.diff
JacksonDatabind,74,JacksonDatabind_74_5.diff
JacksonDatabind,76,JacksonDatabind_76_0.diff
JacksonDatabind,82,JacksonDatabind_82_0.diff
JacksonDatabind,83,JacksonDatabind_83_0.diff
JacksonDatabind,86,JacksonDatabind_86_1.diff
JacksonDatabind,91,JacksonDatabind_91_0.diff
JacksonDatabind,97,JacksonDatabind_97_0.diff
JacksonDatabind,99,JacksonDatabind_99_0.diff
JacksonDatabind,102,JacksonDatabind_102_0.diff
JacksonXml,3,JacksonXml_3_0.diff
JacksonXml,5,JacksonXml_5_0.diff
Jsoup,10,Jsoup_10_0.diff
Jsoup,19,Jsoup_19_0.diff
Jsoup,20,Jsoup_20_1.diff
Jsoup,25,Jsoup_25_0.diff
Jsoup,26,Jsoup_26_0.diff
Jsoup,33,Jsoup_33_0.diff
Jsoup,34,Jsoup_34_0.diff
Jsoup,37,Jsoup_37_1.diff
Jsoup,40,Jsoup_40_0.diff
Jsoup,42,Jsoup_42_0.diff
Jsoup,43,Jsoup_43_0.diff
Jsoup,46,Jsoup_46_0.diff
Jsoup,47,Jsoup_47_0.diff
Jsoup,54,Jsoup_54_1.diff
Jsoup,55,Jsoup_55_0.diff
Jsoup,57,Jsoup_57_0.diff
Jsoup,59,Jsoup_59_0.diff
Jsoup,62,Jsoup_62_1.diff
Jsoup,70,Jsoup_70_2.diff
Jsoup,72,Jsoup_72_0.diff
Jsoup,80,Jsoup_80_0.diff
Jsoup,85,Jsoup_85_2.diff
Jsoup,86,Jsoup_86_0.diff
Jsoup,88,Jsoup_88_0.diff
Jsoup,89,Jsoup_89_4.diff
Jsoup,90,Jsoup_90_0.diff
Jsoup,93,Jsoup_93_0.diff
JxPath,8,JxPath_8_0.diff
Lang,1,Lang_1_0.diff
Lang,3,Lang_3_0.diff
Lang,4,Lang_4_0.diff
Lang,5,Lang_5_0.diff
Lang,11,Lang_11_0.diff
Lang,14,Lang_14_0.diff
Lang,16,Lang_16_1.diff
Lang,21,Lang_21_0.diff
Lang,24,Lang_24_0.diff
Lang,28,Lang_28_0.diff
Lang,39,Lang_39_0.diff
Lang,40,Lang_40_0.diff
Lang,43,Lang_43_0.diff
Lang,44,Lang_44_1.diff
Lang,45,Lang_45_0.diff
Lang,51,Lang_51_1.diff
Lang,52,Lang_52_0.diff
Lang,54,Lang_54_2.diff
Lang,55,Lang_55_0.diff
Lang,57,Lang_57_0.diff
Lang,58,Lang_58_0.diff
Lang,59,Lang_59_2.diff
Lang,61,Lang_61_0.diff
Math,2,Math_2_4.diff
Math,3,Math_3_2.diff
Math,5,Math_5_0.diff
Math,10,Math_10_3.diff
Math,11,Math_11_0.diff
Math,26,Math_26_0.diff
Math,27,Math_27_1.diff
Math,30,Math_30_0.diff
Math,33,Math_33_1.diff
Math,34,Math_34_4.diff
Math,35,Math_35_0.diff
Math,39,Math_39_1.diff
Math,41,Math_41_0.diff
Math,48,Math_48_3.diff
Math,50,Math_50_0.diff
Math,53,Math_53_3.diff
Math,56,Math_56_0.diff
Math,57,Math_57_1.diff
Math,58,Math_58_0.diff
Math,61,Math_61_0.diff
Math,62,Math_62_0.diff
Math,70,Math_70_1.diff
Math,72,Math_72_0.diff
Math,73,Math_73_0.diff
Math,75,Math_75_1.diff
Math,80,Math_80_0.diff
Math,89,Math_89_0.diff
Math,91,Math_91_0.diff
Math,94,Math_94_0.diff
Math,95,Math_95_0.diff
Math,96,Math_96_0.diff
Math,101,Math_101_1.diff
Math,105,Math_105_1.diff
Math,106,Math_106_4.diff
Mockito,5,Mockito_5_0.diff
Mockito,11,Mockito_11_0.diff
Mockito,12,Mockito_12_0.diff
Mockito,13,Mockito_13_0.diff
Mockito,22,Mockito_22_1.diff
Mockito,24,Mockito_24_1.diff
Mockito,26,Mockito_26_0.diff
Mockito,27,Mockito_27_0.diff
Mockito,29,Mockito_29_0.diff
Mockito,31,Mockito_31_0.diff
Mockito,32,Mockito_32_0.diff
Mockito,34,Mockito_34_2.diff
Mockito,36,Mockito_36_0.diff
Mockito,37,Mockito_37_0.diff
Mockito,38,Mockito_38_3.diff
Time,4,Time_4_0.diff
Time,15,Time_15_1.diff
Time,19,Time_19_1.diff
Time,23,Time_23_0.diff
