bug,file_name
SPLIT_WORDS,humanevaljava_SPLIT_WORDS_0.diff
STRING_SEQUENCE,humanevaljava_STRING_SEQUENCE_0.diff
STRING_TO_MD5,humanevaljava_STRING_TO_MD5_1.diff
STRING_XOR,humanevaljava_STRING_XOR_0.diff
STRLEN,humanevaljava_STRLEN_0.diff
SUM_PRODUCT,humanevaljava_SUM_PRODUCT_0.diff
SUM_SQUARES,humanevaljava_SUM_SQUARES_0.diff
SUM_TO_N,humanevaljava_SUM_TO_N_1.diff
TOTAL_MATCH,humanevaljava_TOTAL_MATCH_6.diff
TRIPLES_SUM_TO_ZERO,humanevaljava_TRIPLES_SUM_TO_ZERO_0.diff
TRUNCATE_NUMBER,humanevaljava_TRUNCATE_NUMBER_5.diff
UNIQUE_DIGITS,humanevaljava_UNIQUE_DIGITS_0.diff
VALID_DATE,humanevaljava_VALID_DATE_1.diff
VOWELS_COUNT,humanevaljava_VOWELS_COUNT_1.diff
X_OR_Y,humanevaljava_X_OR_Y_0.diff
