framework,project,bug_id,bug_type,ppc,rc,fppt,uts,mts,errtf,errce,tpc,comment
humanevaljava,humanevaljava,LARGEST_DIVISOR,BF,9,11240,4,1,0,11,
humanevaljava,humanevaljava,LARGEST_PRIME_FACTOR,BF,15,15921,5,0,0,15,
humanevaljava,humanevaljava,LARGEST_SMALLEST_INTEGERS,BF,7,26332,6,1,10,9,
humanevaljava,humanevaljava,LONGEST,BF,12,13087,5,0,0,12,
humanevaljava,humanevaljava,MAKE_A_PILE,BF,15,17687,5,0,0,15,
humanevaljava,humanevaljava,MAKE_PALINDROME,BF,12,15264,5,1,0,14,
humanevaljava,humanevaljava,MATCH_PARENS,BF,15,22183,5,2,0,19,
humanevaljava,humanevaljava,MAXIMUM_K,BF,14,20237,5,1,1,17,
humanevaljava,humanevaljava,MAX_ELEMENT,BF,10,10812,4,0,0,10,
humanevaljava,humanevaljava,MAX_FILL,BF,13,18997,4,0,0,13,
humanevaljava,humanevaljava,MEAN_ABSOLUTE_DEVIATION,BF,4,6681,3,0,2,6,
humanevaljava,humanevaljava,MEDIAN,BF,8,10405,3,0,1,9,
humanevaljava,humanevaljava,MIN_PATH,BF,11,41524,7,7,1,25,
humanevaljava,humanevaljava,MIN_SUBARRAY_SUM,BF,15,19935,5,0,0,15,
humanevaljava,humanevaljava,MODP,BF,8,9055,4,2,0,12,
humanevaljava,humanevaljava,MONOTONIC,BF,16,18394,5,0,1,17,
humanevaljava,humanevaljava,MOVE_ONE_BALL,BF,4,13284,4,5,0,14,
humanevaljava,humanevaljava,MULTIPLY,BF,5,4584,2,0,0,5,
humanevaljava,humanevaljava,NEXT_SMALLEST,BF,16,17696,4,0,0,16,
humanevaljava,humanevaljava,NUMERICAL_LETTER_GRADE,BF,4,19872,4,0,0,4,
humanevaljava,humanevaljava,ODD_COUNT,BF,8,14652,3,2,0,12,
humanevaljava,humanevaljava,ORDER_BY_POINTS,BF,0,545394,,292,13,3786,
humanevaljava,humanevaljava,PAIRS_SUM_TO_ZERO,BF,12,14069,4,0,1,13,
humanevaljava,humanevaljava,PARSE_MUSIC,BF,5,8145,4,0,1,6,
humanevaljava,humanevaljava,PARSE_NESTED_PARENS,BF,8,10785,3,0,0,8,
humanevaljava,humanevaljava,PLUCK,BF,16,22758,5,0,0,16,
humanevaljava,humanevaljava,PRIME_FIB,BF,10,14733,5,2,1,14,
humanevaljava,humanevaljava,PRIME_LENGTH,BF,16,14785,4,0,0,16,
humanevaljava,humanevaljava,PROD_SIGNS,BF,16,18156,4,0,0,16,
humanevaljava,humanevaljava,REMOVE_DUPLICATES,BF,12,12064,3,0,0,12,
humanevaljava,humanevaljava,REMOVE_VOWELS,BF,12,10599,3,0,0,12,
humanevaljava,humanevaljava,RESCALE_TO_UNIT,BF,4,9989,5,3,1,11,
humanevaljava,humanevaljava,REVERSE_DELETE,BF,14,19752,4,0,0,14,
humanevaljava,humanevaljava,RIGHT_ANGLE_TRIANGLE,BF,12,11494,3,0,0,12,
humanevaljava,humanevaljava,ROLLING_MAX,BF,16,16557,5,1,0,18,
humanevaljava,humanevaljava,ROUNDED_AVG,BF,3,10458,4,3,0,9,
humanevaljava,humanevaljava,SAME_CHARS,BF,11,14845,4,0,0,11,
humanevaljava,humanevaljava,SEARCH,BF,8,14692,5,3,0,14,
humanevaljava,humanevaljava,SELECT_WORDS,BF,16,26892,6,0,1,16,
humanevaljava,humanevaljava,SEPARATE_PAREN_GROUPS,BF,13,19070,5,3,0,19,
humanevaljava,humanevaljava,SIMPLIFY,BF,9,12831,4,1,0,11,
humanevaljava,humanevaljava,SKJKASDKD,BF,16,28984,5,0,1,17,
humanevaljava,humanevaljava,SMALLEST_CHANGE,BF,16,17776,4,0,0,16,
humanevaljava,humanevaljava,SOLUTION,BF,8,10463,3,0,0,8,
humanevaljava,humanevaljava,SOLVE,BF,11,12651,5,0,0,11,
humanevaljava,humanevaljava,SOLVE_STRING,BF,15,16435,5,0,0,15,
humanevaljava,humanevaljava,SORTED_LIST_SUM,BF,11,21642,4,0,2,12,
humanevaljava,humanevaljava,SORT_ARRAY,BF,15,20719,5,0,0,15,
humanevaljava,humanevaljava,SORT_ARRAY_BINARY,BF,15,22997,5,0,0,15,
humanevaljava,humanevaljava,SORT_EVEN,BF,15,16886,5,0,0,15,
humanevaljava,humanevaljava,SORT_NUMBERS,BF,9,12909,4,1,1,11,
humanevaljava,humanevaljava,SORT_THIRD,BF,16,18029,4,0,0,16,
humanevaljava,humanevaljava,SPECIAL_FACTORIAL,BF,17,17245,5,0,0,17,
humanevaljava,humanevaljava,SPECIAL_FILTER,BF,11,22505,7,0,6,12,
humanevaljava,humanevaljava,SPLIT_WORDS,BF,5,13699,4,4,1,13,
humanevaljava,humanevaljava,STARTS_ONE_ENDS,BF,1,15726,10,4,7,13,
humanevaljava,humanevaljava,STRANGE_SORT_LIST,BF,16,18873,4,0,0,16,
humanevaljava,humanevaljava,STRING_SEQUENCE,BF,12,10921,4,0,0,12,
humanevaljava,humanevaljava,STRING_TO_MD5,BF,8,10947,3,0,1,9,
humanevaljava,humanevaljava,STRING_XOR,BF,12,10527,3,0,0,12,
humanevaljava,humanevaljava,STRLEN,BF,6,5893,4,0,1,7,
humanevaljava,humanevaljava,STRONGEST_EXTENSION,BF,15,21615,5,0,0,15,
humanevaljava,humanevaljava,SUM_PRODUCT,BF,8,7217,3,0,1,9,
humanevaljava,humanevaljava,SUM_SQUARED_NUMS,BF,15,16494,5,0,0,15,
humanevaljava,humanevaljava,SUM_SQUARES,BF,7,13763,5,3,0,13,
humanevaljava,humanevaljava,SUM_TO_N,BF,7,7707,4,1,0,9,
humanevaljava,humanevaljava,TOTAL_MATCH,BF,7,12209,4,3,0,13,
humanevaljava,humanevaljava,TRI,BF,1,60618,39,40,1,98,
humanevaljava,humanevaljava,TRIANGLE_AREA,BF,6,5408,2,0,0,6,
humanevaljava,humanevaljava,TRIANGLE_AREA_2,BF,11,17417,4,1,0,13,
humanevaljava,humanevaljava,TRIPLES_SUM_TO_ZERO,BF,8,11816,4,0,0,8,
humanevaljava,humanevaljava,TRUNCATE_NUMBER,BF,7,8568,5,1,0,9,
humanevaljava,humanevaljava,UNIQUE,BF,15,12481,5,0,0,15,
humanevaljava,humanevaljava,UNIQUE_DIGITS,BF,16,20238,4,0,0,16,
humanevaljava,humanevaljava,VALID_DATE,BF,15,27020,5,0,0,15,
humanevaljava,humanevaljava,VOWELS_COUNT,BF,16,18083,4,0,0,16,
humanevaljava,humanevaljava,WILL_IT_FLY,BF,16,19336,4,0,0,16,
humanevaljava,humanevaljava,WORDS_IN_SENTENCE,BF,15,18503,5,0,0,15,
humanevaljava,humanevaljava,WORDS_STRINGS,BF,15,19294,5,2,0,19,
humanevaljava,humanevaljava,X_OR_Y,BF,16,14756,4,0,0,16,
