project,bug,file_name
JacksonDatabind,24,JacksonDatabind_24_1.diff
JacksonDatabind,27,JacksonDatabind_27_0.diff
JacksonDatabind,34,JacksonDatabind_34_0.diff
JacksonDatabind,37,JacksonDatabind_37_0.diff
JacksonDatabind,42,JacksonDatabind_42_0.diff
JacksonDatabind,46,JacksonDatabind_46_0.diff
JacksonDatabind,47,JacksonDatabind_47_4.diff
JacksonDatabind,49,JacksonDatabind_49_0.diff
JacksonDatabind,57,JacksonDatabind_57_0.diff
JacksonDatabind,70,JacksonDatabind_70_2.diff
JacksonDatabind,72,JacksonDatabind_72_1.diff
JacksonDatabind,83,JacksonDatabind_83_0.diff
JacksonDatabind,96,JacksonDatabind_96_2.diff
JacksonDatabind,97,JacksonDatabind_97_3.diff
JacksonDatabind,99,JacksonDatabind_99_0.diff
JacksonDatabind,102,JacksonDatabind_102_0.diff
JacksonXml,4,JacksonXml_4_1.diff
JacksonXml,5,JacksonXml_5_0.diff
Jsoup,24,Jsoup_24_0.diff
Jsoup,25,Jsoup_25_0.diff
Jsoup,26,Jsoup_26_4.diff
Jsoup,33,Jsoup_33_0.diff
Jsoup,39,Jsoup_39_1.diff
Jsoup,40,Jsoup_40_2.diff
Jsoup,43,Jsoup_43_0.diff
Jsoup,46,Jsoup_46_0.diff
Jsoup,47,Jsoup_47_0.diff
Jsoup,57,Jsoup_57_0.diff
Jsoup,59,Jsoup_59_1.diff
Jsoup,61,Jsoup_61_0.diff
Jsoup,62,Jsoup_62_0.diff
Jsoup,77,Jsoup_77_0.diff
Jsoup,86,Jsoup_86_2.diff
Jsoup,89,Jsoup_89_0.diff
Jsoup,90,Jsoup_90_0.diff
JxPath,10,JxPath_10_0.diff
Lang,4,Lang_4_0.diff
Lang,11,Lang_11_5.diff
Lang,16,Lang_16_1.diff
Lang,21,Lang_21_0.diff
Lang,24,Lang_24_0.diff
Lang,26,Lang_26_0.diff
Lang,38,Lang_38_1.diff
Lang,40,Lang_40_0.diff
Lang,43,Lang_43_0.diff
Lang,44,Lang_44_1.diff
Lang,45,Lang_45_0.diff
Lang,51,Lang_51_0.diff
Lang,52,Lang_52_0.diff
Lang,53,Lang_53_0.diff
Lang,55,Lang_55_0.diff
Lang,58,Lang_58_0.diff
Lang,59,Lang_59_0.diff
Lang,61,Lang_61_0.diff
Math,3,Math_3_0.diff
Math,5,Math_5_0.diff
Math,8,Math_8_1.diff
Math,11,Math_11_1.diff
Math,30,Math_30_0.diff
Math,33,Math_33_0.diff
Math,35,Math_35_1.diff
Math,41,Math_41_0.diff
Math,43,Math_43_0.diff
Math,48,Math_48_0.diff
Math,56,Math_56_3.diff
Math,57,Math_57_0.diff
Math,59,Math_59_3.diff
Math,62,Math_62_0.diff
Math,69,Math_69_0.diff
Math,70,Math_70_0.diff
Math,72,Math_72_0.diff
Math,75,Math_75_5.diff
Math,80,Math_80_0.diff
Math,82,Math_82_0.diff
Math,85,Math_85_4.diff
Math,89,Math_89_4.diff
Math,91,Math_91_1.diff
Math,94,Math_94_0.diff
Math,105,Math_105_0.diff
Mockito,5,Mockito_5_0.diff
Mockito,22,Mockito_22_0.diff
Mockito,24,Mockito_24_0.diff
Mockito,26,Mockito_26_0.diff
Mockito,29,Mockito_29_0.diff
Mockito,38,Mockito_38_2.diff
Time,4,Time_4_0.diff
Time,15,Time_15_0.diff
Time,16,Time_16_0.diff
