bug,file_name
SORT_NUMBERS,humanevaljava_SORT_NUMBERS_0.diff
SORT_THIRD,humanevaljava_SORT_THIRD_0.diff
SORTED_LIST_SUM,humanevaljava_SORTED_LIST_SUM_0.diff
SPLIT_WORDS,humanevaljava_SPLIT_WORDS_0.diff
SPECIAL_FACTORIAL,humanevaljava_SPECIAL_FACTORIAL_0.diff
SPECIAL_FILTER,humanevaljava_SPECIAL_FILTER_0.diff
STARTS_ONE_ENDS,humanevaljava_STARTS_ONE_ENDS_0.diff
STRANGE_SORT_LIST,humanevaljava_STRANGE_SORT_LIST_0.diff
STRING_SEQUENCE,humanevaljava_STRING_SEQUENCE_0.diff
STRING_XOR,humanevaljava_STRING_XOR_0.diff
STRLEN,humanevaljava_STRLEN_0.diff
STRONGEST_EXTENSION,humanevaljava_STRONGEST_EXTENSION_0.diff
SUM_PRODUCT,humanevaljava_SUM_PRODUCT_0.diff
SUM_SQUARED_NUMS,humanevaljava_SUM_SQUARED_NUMS_0.diff
SUM_SQUARES,humanevaljava_SUM_SQUARES_0.diff
SUM_TO_N,humanevaljava_SUM_TO_N_0.diff
TOTAL_MATCH,humanevaljava_TOTAL_MATCH_0.diff
TRI,humanevaljava_TRI_0.diff
TRIANGLE_AREA,humanevaljava_TRIANGLE_AREA_0.diff
TRIANGLE_AREA_2,humanevaljava_TRIANGLE_AREA_2_0.diff
TRIPLES_SUM_TO_ZERO,humanevaljava_TRIPLES_SUM_TO_ZERO_0.diff
UNIQUE,humanevaljava_UNIQUE_0.diff
UNIQUE_DIGITS,humanevaljava_UNIQUE_DIGITS_0.diff
VALID_DATE,humanevaljava_VALID_DATE_0.diff
VOWELS_COUNT,humanevaljava_VOWELS_COUNT_0.diff
WILL_IT_FLY,humanevaljava_WILL_IT_FLY_0.diff
WORDS_IN_SENTENCE,humanevaljava_WORDS_IN_SENTENCE_0.diff
WORDS_STRINGS,humanevaljava_WORDS_STRINGS_0.diff
X_OR_Y,humanevaljava_X_OR_Y_0.diff
